"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.422529069E2,1.119971008E0,-9.688003693E0,6.973997498E-1
3.422628649E2,1.113235016E0,-9.667196960E0,6.912625122E-1
3.422728219E2,1.118174744E0,-9.664502563E0,6.836283875E-1
3.422827799E2,1.106798401E0,-9.667196960E0,6.797364807E-1
3.422927379E2,1.046773224E0,-9.686506805E0,6.789880371E-1
3.423026959E2,1.067280579E0,-9.717791748E0,6.861730957E-1
3.423126539E2,1.036893768E0,-9.724078674E0,6.810836792E-1
3.423226109E2,1.080153809E0,-9.756561127E0,6.915618896E-1
3.423325689E2,1.108744354E0,-9.785301361E0,6.715036011E-1
3.423425269E2,1.105900269E0,-9.799072723E0,6.478527832E-1
3.423524849E2,1.148112488E0,-9.795180817E0,5.842350769E-1
3.423624419E2,1.159339142E0,-9.733059998E0,5.167254639E-1
3.423723999E2,1.159039764E0,-9.682914276E0,4.752616882E-1
3.423823579E2,1.146914978E0,-9.631271667E0,4.802014160E-1
3.423923159E2,1.165925446E0,-9.631271667E0,4.968168640E-1
3.424022739E2,1.127455444E0,-9.629026337E0,5.357359314E-1
3.424122309E2,1.133293304E0,-9.645043030E0,5.786965942E-1
3.424221889E2,1.046174469E0,-9.648934937E0,6.047424316E-1
3.424321469E2,1.034498749E0,-9.691446533E0,6.129753113E-1
