"Time (s)","Temperature (°C)"
2.746778174E1,2.600781250E1
2.748567273E1,2.598437500E1
2.750356415E1,2.598437500E1
2.752144354E1,2.600781250E1
2.753934711E1,2.596875000E1
2.755723975E1,2.600000000E1
2.757512958E1,2.600781250E1
2.759301801E1,2.594921875E1
2.761091187E1,2.600000000E1
2.762880347E1,2.599218750E1
2.764669306E1,2.600000000E1
2.766458564E1,2.598437500E1
2.768247406E1,2.600000000E1
2.770037299E1,2.599218750E1
2.771825995E1,2.598437500E1
2.773615113E1,2.600000000E1
2.775404248E1,2.596875000E1
2.777192475E1,2.600781250E1
2.778982502E1,2.598437500E1
2.780771863E1,2.600000000E1
2.782560736E1,2.599218750E1
2.784349878E1,2.595703125E1
2.786139002E1,2.592968750E1
2.787928150E1,2.602734375E1
2.789717255E1,2.599218750E1
2.791506354E1,2.597656250E1
2.793295502E1,2.599218750E1
2.795084644E1,2.595703125E1
2.796873804E1,2.600781250E1
2.798662494E1,2.599218750E1
2.800452051E1,2.602343750E1
2.802241071E1,2.597656250E1
2.804029102E1,2.595703125E1
2.805819428E1,2.599218750E1
2.807608564E1,2.594921875E1
2.809396210E1,2.601562500E1
2.811186811E1,2.597656250E1
2.812975928E1,2.597656250E1
2.814765058E1,2.598437500E1
2.816554218E1,2.600781250E1
2.818343317E1,2.603125000E1
2.820132465E1,2.596875000E1
2.821921601E1,2.601562500E1
2.823711054E1,2.598437500E1
2.825499823E1,2.598437500E1
2.827287439E1,2.597656250E1
2.829078076E1,2.600000000E1
2.830867230E1,2.599218750E1
2.832656372E1,2.600781250E1
2.834445508E1,2.601562500E1
2.836233722E1,2.600000000E1
2.838022608E1,2.601562500E1
2.839812561E1,2.602343750E1
2.841602021E1,2.597656250E1
2.843391162E1,2.601562500E1
2.845180268E1,2.599218750E1
2.846969385E1,2.599218750E1
2.848758521E1,2.600000000E1
2.850547650E1,2.602343750E1
2.852335572E1,2.601562500E1
2.854125898E1,2.601562500E1
2.855914728E1,2.600781250E1
2.857704468E1,2.599218750E1
2.859492108E1,2.600000000E1
2.861282398E1,2.597656250E1
2.863071234E1,2.602343750E1
2.864860688E1,2.600781250E1
2.866649823E1,2.600781250E1
2.868438965E1,2.600000000E1
2.870227735E1,2.598437500E1
2.872016040E1,2.600000000E1
2.873806055E1,2.598437500E1
2.875594623E1,2.599218750E1
2.877383716E1,2.600000000E1
2.879173731E1,2.603125000E1
2.880962848E1,2.600781250E1
2.882751978E1,2.600000000E1
2.884541089E1,2.601562500E1
2.886328583E1,2.603125000E1
2.888119361E1,2.597656250E1
2.889908490E1,2.598437500E1
2.891697919E1,2.602343750E1
2.893486737E1,2.598437500E1
2.895275898E1,2.600781250E1
2.897064991E1,2.598437500E1
2.898854151E1,2.602343750E1
2.900643280E1,2.600781250E1
2.902432398E1,2.600000000E1
2.904221778E1,2.603125000E1
2.906009094E1,2.600781250E1
2.907799494E1,2.601562500E1
2.909588629E1,2.599218750E1
2.911378052E1,2.600781250E1
2.913167182E1,2.601562500E1
2.914956299E1,2.600000000E1
2.916745435E1,2.600000000E1
2.918534864E1,2.600000000E1
2.920323676E1,2.600000000E1
2.922112787E1,2.601562500E1
2.923901960E1,2.601562500E1
2.925691382E1,2.599218750E1
2.927480506E1,2.601562500E1
2.929269336E1,2.599218750E1
2.931058515E1,2.603125000E1
2.932847626E1,2.599218750E1
2.934635486E1,2.600000000E1
2.936425849E1,2.601562500E1
2.938215992E1,2.598437500E1
2.940004120E1,2.599218750E1
2.941792932E1,2.596875000E1
2.943582697E1,2.598437500E1
2.945371515E1,2.600000000E1
2.947159455E1,2.600000000E1
2.948949524E1,2.599218750E1
2.950738587E1,2.601562500E1
2.952528028E1,2.601562500E1
2.954317157E1,2.599218750E1
2.956106269E1,2.598437500E1
2.957895404E1,2.601562500E1
2.959683673E1,2.600781250E1
2.961473651E1,2.602343750E1
2.963262812E1,2.602343750E1
2.965051929E1,2.600000000E1
2.966841065E1,2.601562500E1
2.968630176E1,2.599218750E1
2.970419287E1,2.601562500E1
2.972208454E1,2.597656250E1
2.973997718E1,2.600000000E1
2.975786469E1,2.601562500E1
2.977576117E1,2.601562500E1
2.979364984E1,2.600781250E1
2.981154102E1,2.598437500E1
2.982943213E1,2.601562500E1
2.984732373E1,2.598437500E1
2.986521472E1,2.600781250E1
2.988310590E1,2.600781250E1
2.990099750E1,2.600000000E1
2.991889160E1,2.600000000E1
2.993677893E1,2.600000000E1
2.995467108E1,2.598437500E1
2.997255078E1,2.599218750E1
2.999045099E1,2.600000000E1
3.000834522E1,2.598437500E1
3.002623651E1,2.600000000E1
3.004412763E1,2.601562500E1
3.006201905E1,2.600781250E1
3.007989435E1,2.597656250E1
3.009780463E1,2.599218750E1
3.011569587E1,2.598437500E1
3.013357563E1,2.600000000E1
3.015147559E1,2.596875000E1
